PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"31565280","Water and Energy - Interconnections and Conflicts","Olsson G, Lund PD.","Glob Chall. 2017 Aug 14;1(5):1700056. doi: 10.1002/gch2.201700056. eCollection 2017 Aug 15.","Olsson G","Glob Chall","2017","2019/10/01","PMC6607315","","10.1002/gch2.201700056"
"28800739","Sources of variability in quantification of cardiovascular magnetic resonance infarct size - reproducibility among three core laboratories","Klem I, Heiberg E, Van Assche L, Parker MA, Kim HW, Grizzard JD, Arheden H, Kim RJ.","J Cardiovasc Magn Reson. 2017 Aug 11;19(1):62. doi: 10.1186/s12968-017-0378-y.","Klem I","J Cardiovasc Magn Reson","2017","2017/08/13","PMC5553600","","10.1186/s12968-017-0378-y"
"28800641","High RBM3 expression is associated with an improved survival and oxaliplatin response in patients with metastatic colorectal cancer","Siesing C, Sorbye H, Dragomir A, Pfeiffer P, Qvortrup C, Pontén F, Jirström K, Glimelius B, Eberhard J.","PLoS One. 2017 Aug 11;12(8):e0182512. doi: 10.1371/journal.pone.0182512. eCollection 2017.","Siesing C","PLoS One","2017","2017/08/12","PMC5553773","","10.1371/journal.pone.0182512"
"28799463","Rebuilding research capacity in fragile states: the case of a Somali-Swedish global health initiative","Dalmar AA, Hussein AS, Walhad SA, Ibrahim AO, Abdi AA, Ali MK, Ereg DI, Egal KA, Shirwa AM, Aden MH, Yusuf MW, Abdi YA, Freij L, Johansson A, Mohamud KB, Abdulkadir Y, Emmelin M, Eriksen J, Erlandsson K, Gustafsson LL, Ivarsson A, Klingberg-Allvin M, Kinsman J, Källestål C, Målqvist M, Osman F, Persson LÅ, Sahlén KG, Wall S.","Glob Health Action. 2017;10(1):1348693. doi: 10.1080/16549716.2017.1348693.","Dalmar AA","Glob Health Action","2017","2017/08/12","PMC5645673","","10.1080/16549716.2017.1348693"
"28795299","Adherence to optimal heart rate control in heart failure with reduced ejection fraction: insight from a survey of heart rate in heart failure in Sweden (HR-HF study)","Fu M, Ahrenmark U, Berglund S, Lindholm CJ, Lehto A, Broberg AM, Tasevska-Dinevska G, Wikstrom G, Ågard A, Andersson B; All investigators of the HR-HF study.","Clin Res Cardiol. 2017 Dec;106(12):960-973. doi: 10.1007/s00392-017-1146-6. Epub 2017 Aug 9.","Fu M","Clin Res Cardiol","2017","2017/08/11","PMC5696492","","10.1007/s00392-017-1146-6"
"28795102","The Swedish version of the Regulatory Mode Questionnaire","Garcia D, Rosenberg P, Lindskär E, Amato C, Al Nima A.","Data Brief. 2017 Jul 27;14:251-254. doi: 10.1016/j.dib.2017.07.050. eCollection 2017 Oct.","Garcia D","Data Brief","2017","2017/08/11","PMC5540705","","10.1016/j.dib.2017.07.050"
"28794645","Asthma referrals: a key component of asthma management that needs to be addressed","Price D, Bjermer L, Bergin DA, Martinez R.","J Asthma Allergy. 2017 Jul 25;10:209-223. doi: 10.2147/JAA.S134300. eCollection 2017.","Price D","J Asthma Allergy","2017","2017/08/11","PMC5536139","","10.2147/JAA.S134300"
"28794578","On the formation of inclusion complexes at the solid/liquid interface of anchored temperature-responsive PNIPAAM diblock copolymers with γ-cyclodextrin","Lazzara G, Campbell RA, Bayati S, Zhu K, Nyström B, Nylander T, Schillén K.","Colloid Polym Sci. 2017;295(8):1327-1341. doi: 10.1007/s00396-017-4052-6. Epub 2017 Mar 22.","Lazzara G","Colloid Polym Sci","2017","2017/08/11","PMC5519650","","10.1007/s00396-017-4052-6"
"28794520","Iran's Land Suitability for Agriculture","Mesgaran MB, Madani K, Hashemi H, Azadi P.","Sci Rep. 2017 Aug 9;7(1):7670. doi: 10.1038/s41598-017-08066-y.","Mesgaran MB","Sci Rep","2017","2017/08/11","PMC5550500","","10.1038/s41598-017-08066-y"
"28793929","Shifts in coastal sediment oxygenation cause pronounced changes in microbial community composition and associated metabolism","Broman E, Sjöstedt J, Pinhassi J, Dopson M.","Microbiome. 2017 Aug 9;5(1):96. doi: 10.1186/s40168-017-0311-5.","Broman E","Microbiome","2017","2017/08/11","PMC5549381","","10.1186/s40168-017-0311-5"
"28793865","Perceived consequences of ageing with late effects of polio and strategies for managing daily life: a qualitative study","Sjödahl Hammarlund C, Lexell J, Brogårdh C.","BMC Geriatr. 2017 Aug 9;17(1):179. doi: 10.1186/s12877-017-0563-8.","Sjödahl Hammarlund C","BMC Geriatr","2017","2017/08/11","PMC5551026","","10.1186/s12877-017-0563-8"
"28790812","Risk factors for developing hypoxic respiratory failure in COPD","Sundh J, Ekström M.","Int J Chron Obstruct Pulmon Dis. 2017 Jul 20;12:2095-2100. doi: 10.2147/COPD.S140299. eCollection 2017.","Sundh J","Int J Chron Obstruct Pulmon Dis","2017","2017/08/10","PMC5530070","","10.2147/COPD.S140299"
"28787761","Heparin-binding protein, lysozyme, and inflammatory cytokines in bronchoalveolar lavage fluid as diagnostic tools for pulmonary infection in lung transplanted patients","Stjärne Aspelund A, Hammarström H, Inghammar M, Larsson H, Hansson L, Christensson B, Påhlman LI.","Am J Transplant. 2018 Feb;18(2):444-452. doi: 10.1111/ajt.14458. Epub 2017 Sep 15.","Stjärne Aspelund A","Am J Transplant","2018","2017/08/09","PMC5813223","","10.1111/ajt.14458"
"28787249","Middle-aged patients with an MRI-verified medial meniscal tear report symptoms commonly associated with knee osteoarthritis","Hare KB, Stefan Lohmander L, Kise NJ, Risberg MA, Roos EM.","Acta Orthop. 2017 Dec;88(6):664-669. doi: 10.1080/17453674.2017.1360985. Epub 2017 Aug 8.","Hare KB","Acta Orthop","2017","2017/08/09","PMC5694812","","10.1080/17453674.2017.1360985"
"28787025","Acquisition, maintenance and adaptation of invasion inhibitory antibodies against Plasmodium falciparum invasion ligands involved in immune evasion","Tijani MK, Babalola OA, Odaibo AB, Anumudu CI, Asinobi AO, Morenikeji OA, Asuzu MC, Langer C, Reiling L, Beeson JG, Wahlgren M, Nwuba RI, Persson KEM.","PLoS One. 2017 Aug 7;12(8):e0182187. doi: 10.1371/journal.pone.0182187. eCollection 2017.","Tijani MK","PLoS One","2017","2017/08/09","PMC5546579","","10.1371/journal.pone.0182187"
"28785919","Self-Reported Discrimination in Health-Care Settings Based on Recognizability as Transgender: A Cross-Sectional Study Among Transgender U.S. Citizens","Rodriguez A, Agardh A, Asamoah BO.","Arch Sex Behav. 2018 May;47(4):973-985. doi: 10.1007/s10508-017-1028-z. Epub 2017 Aug 7.","Rodriguez A","Arch Sex Behav","2018","2017/08/09","PMC5891571","","10.1007/s10508-017-1028-z"
"28785818","Socioeconomic characteristics and comorbidities of diverticular disease in Sweden 1997-2012","Nikberg M, Ji J, Leppert J, Sundquist K, Chabok A.","Int J Colorectal Dis. 2017 Nov;32(11):1591-1596. doi: 10.1007/s00384-017-2853-1. Epub 2017 Aug 7.","Nikberg M","Int J Colorectal Dis","2017","2017/08/09","PMC5635093","","10.1007/s00384-017-2853-1"
"28785265","Thrombin-Derived Host-Defense Peptides Modulate Monocyte/Macrophage Inflammatory Responses to Gram-Negative Bacteria","Hansen FC, Strömdahl AC, Mörgelin M, Schmidtchen A, van der Plas MJA.","Front Immunol. 2017 Jul 21;8:843. doi: 10.3389/fimmu.2017.00843. eCollection 2017.","Hansen FC","Front Immunol","2017","2017/08/09","PMC5519531","","10.3389/fimmu.2017.00843"
"28785025","Human Lipoproteins at Model Cell Membranes: Effect of Lipoprotein Class on Lipid Exchange","Browning KL, Lind TK, Maric S, Malekkhaiat-Häffner S, Fredrikson GN, Bengtsson E, Malmsten M, Cárdenas M.","Sci Rep. 2017 Aug 7;7(1):7478. doi: 10.1038/s41598-017-07505-0.","Browning KL","Sci Rep","2017","2017/08/09","PMC5547137","","10.1038/s41598-017-07505-0"
"28781578","Search for dark matter at [Formula: see text] in final states containing an energetic photon and large missing transverse momentum with the ATLAS detector","Aaboud M, Aad G, Abbott B, Abdallah J, Abdinov O, Abeloos B, Abidi SH, AbouZeid OS, Abraham NL, Abramowicz H, Abreu H, Abreu R, Abulaiti Y, Acharya BS, Adachi S, Adamczyk L, Adelman J, Adersberger M, Adye T, Affolder AA, Agatonovic-Jovin T, Agheorghiesei C, Aguilar-Saavedra JA, Ahlen SP, Ahmadov F, Aielli G, Akatsuka S, Akerstedt H, Åkesson TPA, Akimov AV, Alberghi GL, Albert J, Albicocco P, Alconada Verzini MJ, Aleksa M, Aleksandrov IN, Alexa C, Alexander G, Alexopoulos T, Alhroob M, Ali B, Aliev M, Alimonti G, Alison J, Alkire SP, Allbrooke BMM, Allen BW, Allport PP, Aloisio A, Alonso A, Alonso F, Alpigiani C, Alshehri AA, Alstaty M, Alvarez Gonzalez B, Álvarez Piqueras D, Alviggi MG, Amadio BT, Amaral Coutinho Y, Amelung C, Amidei D, Amor Dos Santos SP, Amorim A, Amoroso S, Amundsen G, Anastopoulos C, Ancu LS, Andari N, Andeen T, Anders CF, Anders JK, Anderson KJ, Andreazza A, Andrei V, Angelidakis S, Angelozzi I, Angerami A, Anisenkov AV, Anjos N, Annovi A, Antel C, Antonelli M, Antonov A, Antrim DJ, Anulli F, Aoki M, Aperio Bella L, Arabidze G, Arai Y, Araque JP, Araujo Ferraz V, Arce ATH, Ardell RE, Arduh FA, Arguin JF, Argyropoulos S, Arik M, Armbruster AJ, Armitage LJ, Arnaez O, et al.","Eur Phys J C Part Fields. 2017;77(6):393. doi: 10.1140/epjc/s10052-017-4965-8. Epub 2017 Jun 14.","Aaboud M","Eur Phys J C Part Fields","2017","2017/08/08","PMC5515389","","10.1140/epjc/s10052-017-4965-8"
"28776203","Adaptive temperature regulation in the little bird in winter: predictions from a stochastic dynamic programming model","Brodin A, Nilsson JÅ, Nord A.","Oecologia. 2017 Sep;185(1):43-54. doi: 10.1007/s00442-017-3923-3. Epub 2017 Aug 3.","Brodin A","Oecologia","2017","2017/08/05","PMC5596050","","10.1007/s00442-017-3923-3"
"28776094","Upper secondary school students' compliance with two Internet-based self-help programmes: a randomised controlled trial","Antonson C, Thorsén F, Sundquist J, Sundquist K.","Eur Child Adolesc Psychiatry. 2018 Feb;27(2):191-200. doi: 10.1007/s00787-017-1035-6. Epub 2017 Aug 3.","Antonson C","Eur Child Adolesc Psychiatry","2018","2017/08/05","PMC5842245","","10.1007/s00787-017-1035-6"
"28775740","Downregulation of Thromboxane A(2) Receptor Occurs Mainly via Nuclear Factor-KappaB Signaling Pathway in Rat Renal Artery","Zhang Y, Mi M, Xie YH, Wang SW, Edvinsson L, Xu CB.","Adv Pharmacol Sci. 2017;2017:6507048. doi: 10.1155/2017/6507048. Epub 2017 Jul 9.","Zhang Y","Adv Pharmacol Sci","2017","2017/08/05","PMC5523459","","10.1155/2017/6507048"
"28775665","Energy dependence of forward-rapidity [Formula: see text] and [Formula: see text] production in pp collisions at the LHC","Acharya S, Adamová D, Aggarwal MM, Aglieri Rinella G, Agnello M, Agrawal N, Ahammed Z, Ahmad N, Ahn SU, Aiola S, Akindinov A, Alam SN, Albuquerque DSD, Aleksandrov D, Alessandro B, Alexandre D, Alfaro Molina R, Alici A, Alkin A, Alme J, Alt T, Altsybeev I, Alves Garcia Prado C, An M, Andrei C, Andrews HA, Andronic A, Anguelov V, Anson C, Antičić T, Antinori F, Antonioli P, Anwar R, Aphecetche L, Appelshäuser H, Arcelli S, Arnaldi R, Arnold OW, Arsene IC, Arslandok M, Audurier B, Augustinus A, Averbeck R, Azmi MD, Badalà A, Baek YW, Bagnasco S, Bailhache R, Bala R, Baldisseri A, Ball M, Baral RC, Barbano AM, Barbera R, Barile F, Barioglio L, Barnaföldi GG, Barnby LS, Barret V, Bartalini P, Barth K, Bartke J, Bartsch E, Basile M, Bastid N, Basu S, Bathen B, Batigne G, Batista Camejo A, Batyunya B, Batzing PC, Bearden IG, Beck H, Bedda C, Behera NK, Belikov I, Bellini F, Bello Martinez H, Bellwied R, Beltran LGE, Belyaev V, Bencedi G, Beole S, Bercuci A, Berdnikov Y, Berenyi D, Bertens RA, Berzano D, Betev L, Bhasin A, Bhat IR, Bhati AK, Bhattacharjee B, Bhom J, Bianchi L, Bianchi N, Bianchin C, Bielčík J, Bielčíková J, Bilandzic A, et al.","Eur Phys J C Part Fields. 2017;77(6):392. doi: 10.1140/epjc/s10052-017-4940-4. Epub 2017 Jun 14.","Acharya S","Eur Phys J C Part Fields","2017","2017/08/05","PMC5512511","","10.1140/epjc/s10052-017-4940-4"
"28775664","Search for lepton-flavour-violating decays of the Higgs and Z bosons with the ATLAS detector","Aad G, Abbott B, Abdallah J, Abdinov O, Abeloos B, Aben R, Abolins M, AbouZeid OS, Abraham NL, Abramowicz H, Abreu H, Abreu R, Abulaiti Y, Acharya BS, Adamczyk L, Adams DL, Adelman J, Adomeit S, Adye T, Affolder AA, Agatonovic-Jovin T, Agricola J, Aguilar-Saavedra JA, Ahlen SP, Ahmadov F, Aielli G, Akerstedt H, Åkesson TPA, Akimov AV, Alberghi GL, Albert J, Albrand S, Verzini MJA, Aleksa M, Aleksandrov IN, Alexa C, Alexander G, Alexopoulos T, Alhroob M, Aliev M, Alimonti G, Alison J, Alkire SP, Allbrooke BMM, Allen BW, Allport PP, Aloisio A, Alonso A, Alonso F, Alpigiani C, Alstaty M, Gonzalez BA, Piqueras DÁ, Alviggi MG, Amadio BT, Amako K, Coutinho YA, Amelung C, Amidei D, Santos SPAD, Amorim A, Amoroso S, Amundsen G, Anastopoulos C, Ancu LS, Andari N, Andeen T, Anders CF, Anders G, Anders JK, Anderson KJ, Andreazza A, Andrei V, Angelidakis S, Angelozzi I, Anger P, Angerami A, Anghinolfi F, Anisenkov AV, Anjos N, Annovi A, Antonelli M, Antonov A, Antos J, Anulli F, Aoki M, Bella LA, Arabidze G, Arai Y, Araque JP, Arce ATH, Arduh FA, Arguin JF, Argyropoulos S, Arik M, Armbruster AJ, Armitage LJ, Arnaez O, Arnold H, Arratia M, et al.","Eur Phys J C Part Fields. 2017;77(2):70. doi: 10.1140/epjc/s10052-017-4624-0. Epub 2017 Feb 4.","Aad G","Eur Phys J C Part Fields","2017","2017/08/05","PMC5512745","","10.1140/epjc/s10052-017-4624-0"
"28775101","Cardiovascular risk after hospitalisation for unexplained syncope and orthostatic hypotension","Yasa E, Ricci F, Magnusson M, Sutton R, Gallina S, Caterina R, Melander O, Fedorowski A.","Heart. 2018 Mar;104(6):487-493. doi: 10.1136/heartjnl-2017-311857. Epub 2017 Aug 3.","Yasa E","Heart","2018","2017/08/05","PMC5861388","","10.1136/heartjnl-2017-311857"
"28771630","Absence of microRNA-21 does not reduce muscular dystrophy in mouse models of LAMA2-CMD","Moreira Soares Oliveira B, Durbeej M, Holmberg J.","PLoS One. 2017 Aug 3;12(8):e0181950. doi: 10.1371/journal.pone.0181950. eCollection 2017.","Moreira Soares Oliveira B","PLoS One","2017","2017/08/04","PMC5542641","","10.1371/journal.pone.0181950"
"28771059","The Cox model is better than the Fine and Gray model when estimating relative revision risks from arthroplasty register data","Ranstam J, Robertsson O.","Acta Orthop. 2017 Dec;88(6):578-580. doi: 10.1080/17453674.2017.1361130. Epub 2017 Aug 3.","Ranstam J","Acta Orthop","2017","2017/08/04","PMC5694799","","10.1080/17453674.2017.1361130"
"28770323","Understanding and preventing type 1 diabetes through the unique working model of TrialNet","Battaglia M, Anderson MS, Buckner JH, Geyer SM, Gottlieb PA, Kay TWH, Lernmark Å, Muller S, Pugliese A, Roep BO, Greenbaum CJ, Peakman M.","Diabetologia. 2017 Nov;60(11):2139-2147. doi: 10.1007/s00125-017-4384-2. Epub 2017 Aug 2.","Battaglia M","Diabetologia","2017","2017/08/04","PMC5838353","NIHMS945784","10.1007/s00125-017-4384-2"
"28768530","Complications and health-related quality of life after robot-assisted versus open radical cystectomy: a systematic review and meta-analysis of four RCTs","Lauridsen SV, Tønnesen H, Jensen BT, Neuner B, Thind P, Thomsen T.","Syst Rev. 2017 Aug 2;6(1):150. doi: 10.1186/s13643-017-0547-y.","Lauridsen SV","Syst Rev","2017","2017/08/04","PMC5541663","","10.1186/s13643-017-0547-y"
"28768510","Educational needs in patients with spondyloarthritis in Sweden - a mixed-methods study","Haglund E, Bremander A, Bergman S, Larsson I.","BMC Musculoskelet Disord. 2017 Aug 2;18(1):335. doi: 10.1186/s12891-017-1689-8.","Haglund E","BMC Musculoskelet Disord","2017","2017/08/04","PMC5541660","","10.1186/s12891-017-1689-8"
"28767499","Clinician-Investigator Training and the Need to Pilot New Approaches to Recruiting and Retaining This Workforce","Hall AK, Mills SL, Lund PK.","Acad Med. 2017 Oct;92(10):1382-1389. doi: 10.1097/ACM.0000000000001859.","Hall AK","Acad Med","2017","2017/08/03","PMC5625951","","10.1097/ACM.0000000000001859"
"28766132","Prognostic and predictive importance of the estrogen receptor coactivator AIB1 in a randomized trial comparing adjuvant letrozole and tamoxifen therapy in postmenopausal breast cancer: the Danish cohort of BIG 1-98","Alkner S, Jensen MB, Rasmussen BB, Bendahl PO, Fernö M, Rydén L, Mouridsen H; Danish Breast Cancer Cooperative Group.","Breast Cancer Res Treat. 2017 Nov;166(2):481-490. doi: 10.1007/s10549-017-4416-0. Epub 2017 Aug 1.","Alkner S","Breast Cancer Res Treat","2017","2017/08/03","PMC5668343","","10.1007/s10549-017-4416-0"
"28765721","On the diversity and richness of understory bryophytes at Nectandra Cloud Forest Reserve, Costa Rica","Norris DH, Kraichak E, Risk AC, Lucas D, Allard DJ, Rosengren F, Clark TA, Fenton N, Tessler M, Phephu N, Lennette ET.","Biodivers Data J. 2017 Mar 24;(5):e11778. doi: 10.3897/BDJ.5.e11778. eCollection 2017.","Norris DH","Biodivers Data J","2017","2017/08/03","PMC5515068","","10.3897/BDJ.5.e11778"
"28765277","Blood Pressure in 6-Year-Old Children Born Extremely Preterm","Edstedt Bonamy AK, Mohlkert LA, Hallberg J, Liuba P, Fellman V, Domellöf M, Norman M.","J Am Heart Assoc. 2017 Aug 1;6(8):e005858. doi: 10.1161/JAHA.117.005858.","Edstedt Bonamy AK","J Am Heart Assoc","2017","2017/08/03","PMC5586434","","10.1161/JAHA.117.005858"
"28763010","Chronic Respiratory Disorders and Their Treatment among Older People with Intellectual Disability and/or Autism Spectrum Disorder in Comparison with the General Population","Axmon A, Höglund P, Ahlström G.","Healthcare (Basel). 2017 Aug 1;5(3):40. doi: 10.3390/healthcare5030040.","Axmon A","Healthcare (Basel)","2017","2017/08/02","PMC5618168","","10.3390/healthcare5030040"
"28762840","Prevention in the elderly: A necessary priority for general practitioners","Lionis C, Midlöv P.","Eur J Gen Pract. 2017 Dec;23(1):202-207. doi: 10.1080/13814788.2017.1350646.","Lionis C","Eur J Gen Pract","2017","2017/08/02","PMC5806089","","10.1080/13814788.2017.1350646"
"28762195","No evidence for self-recognition in a small passerine, the great tit (Parus major) judged from the mark/mirror test","Kraft FL, Forštová T, Utku Urhan A, Exnerová A, Brodin A.","Anim Cogn. 2017 Nov;20(6):1049-1057. doi: 10.1007/s10071-017-1121-7. Epub 2017 Jul 31.","Kraft FL","Anim Cogn","2017","2017/08/02","PMC5640729","","10.1007/s10071-017-1121-7"
"28761648","Education, immigration and income as risk factors for hemoglobin A1c >70 mmol/mol when diagnosed with type 2 diabetes or latent autoimmune diabetes in adult: a population-based cohort study","Martinell M, Pingel R, Hallqvist J, Dorkhan M, Groop L, Rosengren A, Storm P, Stålhammar J.","BMJ Open Diabetes Res Care. 2017 May 8;5(1):e000346. doi: 10.1136/bmjdrc-2016-000346. eCollection 2017.","Martinell M","BMJ Open Diabetes Res Care","2017","2017/08/02","PMC5530247","","10.1136/bmjdrc-2016-000346"
"28759613","Acute phase proteins as prospective risk markers for arterial stiffness: The Malmö Diet and Cancer cohort","Muhammad IF, Borné Y, Östling G, Kennbäck C, Gottsäter M, Persson M, Nilsson PM, Engström G.","PLoS One. 2017 Jul 31;12(7):e0181718. doi: 10.1371/journal.pone.0181718. eCollection 2017.","Muhammad IF","PLoS One","2017","2017/08/01","PMC5536304","","10.1371/journal.pone.0181718"
"28759572","The naked truth about HIV and risk taking in Swedish prisons: A qualitative study","Lindbom SJA, Larsson M, Agardh A.","PLoS One. 2017 Jul 31;12(7):e0182237. doi: 10.1371/journal.pone.0182237. eCollection 2017.","Lindbom SJA","PLoS One","2017","2017/08/01","PMC5536296","","10.1371/journal.pone.0182237"
"28759025","Diagnosis and severity criteria for sinusoidal obstruction syndrome/veno-occlusive disease in pediatric patients: a new classification from the European society for blood and marrow transplantation","Corbacioglu S, Carreras E, Ansari M, Balduzzi A, Cesaro S, Dalle JH, Dignan F, Gibson B, Guengoer T, Gruhn B, Lankester A, Locatelli F, Pagliuca A, Peters C, Richardson PG, Schulz AS, Sedlacek P, Stein J, Sykora KW, Toporski J, Trigoso E, Vetteranta K, Wachowiak J, Wallhult E, Wynn R, Yaniv I, Yesilipek A, Mohty M, Bader P.","Bone Marrow Transplant. 2018 Feb;53(2):138-145. doi: 10.1038/bmt.2017.161. Epub 2017 Jul 31.","Corbacioglu S","Bone Marrow Transplant","2018","2017/08/01","PMC5803572","","10.1038/bmt.2017.161"
"28759013","Papillary renal cell carcinoma-derived chemerin, IL-8, and CXCL16 promote monocyte recruitment and differentiation into foam-cell macrophages","Krawczyk KM, Nilsson H, Allaoui R, Lindgren D, Arvidsson M, Leandersson K, Johansson ME.","Lab Invest. 2017 Nov;97(11):1296-1305. doi: 10.1038/labinvest.2017.78. Epub 2017 Jul 31.","Krawczyk KM","Lab Invest","2017","2017/08/01","PMC5668481","","10.1038/labinvest.2017.78"
"28758145","Cross-validation of optimized composites for preclinical Alzheimer's disease","Donohue MC, Sun CK, Raman R, Insel PS, Aisen PS; AN-ADNI; AIBL; J-ADNI.","Alzheimers Dement (N Y). 2017 Jan;3(1):123-129. doi: 10.1016/j.trci.2016.12.001.","Donohue MC","Alzheimers Dement (N Y)","2017","2017/08/01","PMC5527287","NIHMS838383","10.1016/j.trci.2016.12.001"
"28756556","The Validity of the Screen for Child Anxiety Related Emotional Disorders Revised (SCARED-R) Scale and Sub-Scales in Swedish Youth","Ivarsson T, Skarphedinsson G, Andersson M, Jarbin H.","Child Psychiatry Hum Dev. 2018 Apr;49(2):234-243. doi: 10.1007/s10578-017-0746-8.","Ivarsson T","Child Psychiatry Hum Dev","2018","2017/07/31","PMC5856859","","10.1007/s10578-017-0746-8"
"28754841","In vivo retention of (18)F-AV-1451 in corticobasal syndrome","Smith R, Schöll M, Widner H, van Westen D, Svenningsson P, Hägerström D, Ohlsson T, Jögi J, Nilsson C, Hansson O.","Neurology. 2017 Aug 22;89(8):845-853. doi: 10.1212/WNL.0000000000004264. Epub 2017 Jul 28.","Smith R","Neurology","2017","2017/07/30","PMC5580862","","10.1212/WNL.0000000000004264"
"28754172","A quantitative and qualitative comparison of illumina MiSeq and 454 amplicon sequencing for genotyping the highly polymorphic major histocompatibility complex (MHC) in a non-model species","Razali H, O'Connor E, Drews A, Burke T, Westerdahl H.","BMC Res Notes. 2017 Jul 28;10(1):346. doi: 10.1186/s13104-017-2654-1.","Razali H","BMC Res Notes","2017","2017/07/30","PMC5534077","","10.1186/s13104-017-2654-1"
"28754163","Choroid plexus-cerebrospinal fluid route for monocyte-derived macrophages after stroke","Ge R, Tornero D, Hirota M, Monni E, Laterza C, Lindvall O, Kokaia Z.","J Neuroinflammation. 2017 Jul 28;14(1):153. doi: 10.1186/s12974-017-0909-3.","Ge R","J Neuroinflammation","2017","2017/07/30","PMC5534106","","10.1186/s12974-017-0909-3"
"28754098","Longitudinal shortening remains the principal component of left ventricular pumping in patients with chronic myocardial infarction even when the absolute atrioventricular plane displacement is decreased","Asgeirsson D, Hedström E, Jögi J, Pahlm U, Steding-Ehrenborg K, Engblom H, Arheden H, Carlsson M.","BMC Cardiovasc Disord. 2017 Jul 28;17(1):208. doi: 10.1186/s12872-017-0641-z.","Asgeirsson D","BMC Cardiovasc Disord","2017","2017/07/30","PMC5534092","","10.1186/s12872-017-0641-z"
"28751565","Incidence and outcome of acquired aplastic anemia: real-world data from patients diagnosed in Sweden from 2000-2011","Vaht K, Göransson M, Carlson K, Isaksson C, Lenhoff S, Sandstedt A, Uggla B, Winiarski J, Ljungman P, Brune M, Andersson PO.","Haematologica. 2017 Oct;102(10):1683-1690. doi: 10.3324/haematol.2017.169862. Epub 2017 Jul 27.","Vaht K","Haematologica","2017","2017/07/29","PMC5622852","","10.3324/haematol.2017.169862"
"28751562","Impact of prior therapy on the efficacy and safety of oral ixazomib-lenalidomide-dexamethasone vs. placebo-lenalidomide-dexamethasone in patients with relapsed/refractory multiple myeloma in TOURMALINE-MM1","Mateos MV, Masszi T, Grzasko N, Hansson M, Sandhu I, Pour L, Viterbo L, Jackson SR, Stoppa AM, Gimsing P, Hamadani M, Borsaru G, Berg D, Lin J, Di Bacco A, van de Velde H, Richardson PG, Moreau P.","Haematologica. 2017 Oct;102(10):1767-1775. doi: 10.3324/haematol.2017.170118. Epub 2017 Jul 27.","Mateos MV","Haematologica","2017","2017/07/29","PMC5622861","","10.3324/haematol.2017.170118"
"28749174","Microbeam radiation therapy - grid therapy and beyond: a clinical perspective","Schültke E, Balosso J, Breslin T, Cavaletti G, Djonov V, Esteve F, Grotzer M, Hildebrandt G, Valdman A, Laissue J.","Br J Radiol. 2017 Oct;90(1078):20170073. doi: 10.1259/bjr.20170073. Epub 2017 Jul 27.","Schültke E","Br J Radiol","2017","2017/07/28","PMC5853350","","10.1259/bjr.20170073"
"28748640","Expression of NAD(P)H quinone dehydrogenase 1 (NQO1) is increased in the endometrium of women with endometrial cancer and women with polycystic ovary syndrome","Atiomo W, Shafiee MN, Chapman C, Metzler VM, Abouzeid J, Latif A, Chadwick A, Kitson S, Sivalingam VN, Stratford IJ, Rutland CS, Persson JL, Ødum N, Fuentes-Utrilla P, Jeyapalan JN, Heery DM, Crosbie EJ, Mongan NP.","Clin Endocrinol (Oxf). 2017 Nov;87(5):557-565. doi: 10.1111/cen.13436. Epub 2017 Aug 18.","Atiomo W","Clin Endocrinol (Oxf)","2017","2017/07/28","PMC5697576","","10.1111/cen.13436"
"28748566","Application of whole-exome sequencing to direct the specific functional testing and diagnosis of rare inherited bleeding disorders in patients from the Öresund Region, Scandinavia","Leinøe E, Zetterberg E, Kinalis S, Østrup O, Kampmann P, Norström E, Andersson N, Klintman J, Qvortrup K, Nielsen FC, Rossing M.","Br J Haematol. 2017 Oct;179(2):308-322. doi: 10.1111/bjh.14863. Epub 2017 Jul 27.","Leinøe E","Br J Haematol","2017","2017/07/28","PMC5655919","","10.1111/bjh.14863"
"28748383","Is ambient heat exposure levels associated with miscarriage or stillbirths in hot regions? A cross-sectional study using survey data from the Ghana Maternal Health Survey 2007","Asamoah B, Kjellstrom T, Östergren PO.","Int J Biometeorol. 2018 Mar;62(3):319-330. doi: 10.1007/s00484-017-1402-5. Epub 2017 Jul 26.","Asamoah B","Int J Biometeorol","2018","2017/07/28","PMC5854714","","10.1007/s00484-017-1402-5"
"28748002","High levels of circulating folate concentrations are associated with DNA methylation of tumor suppressor and repair genes p16, MLH1, and MGMT in elderly Chileans","Sanchez H, Hossain MB, Lera L, Hirsch S, Albala C, Uauy R, Broberg K, Ronco AM.","Clin Epigenetics. 2017 Jul 24;9:74. doi: 10.1186/s13148-017-0374-y. eCollection 2017.","Sanchez H","Clin Epigenetics","2017","2017/07/28","PMC5525256","","10.1186/s13148-017-0374-y"
"28747735","Major histocompatibility complex genes partly explain early survival in house sparrows","Lukasch B, Westerdahl H, Strandh M, Knauer F, Winkler H, Moodley Y, Hoi H.","Sci Rep. 2017 Jul 26;7(1):6571. doi: 10.1038/s41598-017-06631-z.","Lukasch B","Sci Rep","2017","2017/07/28","PMC5529587","","10.1038/s41598-017-06631-z"
